iau_id1,countrycode,latitude,longitude
IAU-012813-2,CHN,42.3398067,-71.0891717
IAU-012847-1,CHN,34.262298,108.073742
IAU-012854-1,CHN,36.1004385,103.7359802
IAU-012855-2,CHN,34.2506904,108.9266981
IAU-012857-1,CHN,36.045989,103.818081
IAU-012858-1,CHN,34.1569222,108.917631
IAU-012869-1,CHN,34.2459632,108.9138675
IAU-012968-1,CHN,36.061255,120.335301
IAU-013371-1,CHN,26.572566,101.708878
IAU-013417-1,CHN,39.986913,116.3058739
IAU-013820-1,CHN,26.293115,107.519019
IAU-013821-1,CHN,36.321259,120.39659
IAU-013822-1,CHN,36.203114,120.4387255
IAU-013823-1,CHN,36.068847,120.428165
IAU-013824-1,CHN,36.119951,120.482157
IAU-013825-1,CHN,36.633625,101.739113
IAU-013826-1,CHN,36.729494,101.751451
IAU-013827-1,CHN,36.5981032,101.8222356
IAU-013828-1,CHN,47.356141,123.954768
IAU-013829-1,CHN,47.353949,123.9289109
IAU-013857-1,CHN,35.595596,116.969118
IAU-013862-1,CHN,34.822355,119.148479
IAU-013971-1,CHN,39.9701636,116.3165602
IAU-014413-1,CHN,31.266799,121.658729
IAU-014423-1,CHN,31.9566077,118.7493192
IAU-014470-1,CHN,26.252057,117.639502
IAU-015208-1,CHN,34.302271,108.714555
IAU-015209-1,CHN,34.2593804,108.9672088
IAU-015210-1,CHN,34.1565385,108.894782
IAU-015211-1,CHN,34.315071,108.740688
IAU-015212-1,CHN,34.381105,108.978476
IAU-015213-1,CHN,33.070925,107.055683
IAU-015228-1,CHN,36.1939376,117.1193702
IAU-015229-1,CHN,37.794254,120.757747
IAU-015230-1,CHN,36.679158,117.179382
IAU-015231-1,CHN,36.537538,116.799086
IAU-015232-1,CHN,36.652703,117.042083
IAU-015234-1,CHN,35.4326771,119.5362709
IAU-015235-015243-1,CHN,36.6556,117.02499
IAU-015235-1,CHN,36.64893,117.029014
IAU-015236-1,CHN,36.644386,117.040513
IAU-015237-1,CHN,36.52112,116.821665
IAU-015238-1,CHN,36.637008,117.072309
IAU-015239-1,CHN,36.64893,117.029014
IAU-015240-1,CHN,35.99963,120.125188
IAU-015241-1,CHN,36.810009,117.999766
IAU-015242-1,CHN,36.650156,117.046138
IAU-015244-1,CHN,36.634202,117.010668
IAU-015245-1,CHN,36.801711,117.196492
IAU-015246-1,CHN,36.685571,117.325041
IAU-015247-1,CHN,36.670734,117.239527
IAU-015248-1,CHN,30.941207,121.456093
IAU-015249-1,CHN,31.213264,121.454275
IAU-015250-1,CHN,31.167194,121.577848
IAU-015251-1,CHN,31.000714,121.4005475
IAU-015252-1,CHN,31.306594,121.494038
IAU-015253-1,CHN,30.838077,121.507817
IAU-015254-1,CHN,31.0425712,121.2253204
IAU-015255-1,CHN,31.1502078,121.5903666
IAU-015256-1,CHN,31.0252201,121.4337784
IAU-015257-1,CHN,31.044932,121.198651
IAU-015258-1,CHN,30.874115,121.905446
IAU-015259-1,CHN,30.835243,121.519928
IAU-015260-1,CHN,30.883691,121.896556
IAU-015262-1,CHN,31.217485,121.4416715
IAU-015263-1,CHN,31.3148036,121.382746
IAU-015264-1,CHN,31.048797,121.7883611
IAU-015265-1,CHN,31.05723,121.208437
IAU-015267-1,CHN,31.0464001,121.2171783
IAU-015268-1,CHN,31.3126657,121.524178
IAU-015269-1,CHN,31.1885395,121.4510365
IAU-015270-1,CHN,30.838077,121.507817
IAU-015271-1,CHN,34.424994,115.62814
IAU-015272-1,CHN,34.424994,115.62814
IAU-015273-1,CHN,28.417761,117.971236
IAU-015275-1,CHN,23.409312,116.63429
IAU-015276-1,CHN,37.424442,112.578439
IAU-015277-1,CHN,40.094164,113.350743
IAU-015278-1,CHN,37.742848,112.740736
IAU-015279-1,CHN,34.157596,108.893408
IAU-015280-1,CHN,37.8097105,112.5700854
IAU-015281-1,CHN,37.8097105,112.5700854
IAU-015282-1,CHN,37.839765,112.554941
IAU-015283-1,CHN,37.841507,112.530014
IAU-015284-1,CHN,24.774817,113.674629
IAU-015285-1,CHN,29.990541,120.5745152
IAU-015287-1,CHN,27.199945,111.436217
IAU-015299-1,CHN,41.9268954,123.4046404
IAU-015300-1,CHN,41.821328,123.57225
IAU-015301-1,CHN,41.828804,123.454995
IAU-015302-1,CHN,41.916124,123.4145659
IAU-015303-1,CHN,41.743819,123.515164
IAU-015304-1,CHN,41.726843,123.49122
IAU-015305-1,CHN,41.888543,123.409621
IAU-015306-1,CHN,41.904286,123.420323
IAU-015307-1,CHN,41.769212,123.4461619
IAU-015308-1,CHN,41.66987,123.38834
IAU-015309-1,CHN,41.825583,123.46029
IAU-015310-1,CHN,41.74342,123.233549
IAU-015311-1,CHN,41.731583,123.2492621
IAU-015312-1,CHN,22.53306,113.932813
IAU-015330-1,CHN,44.306613,86.058027
IAU-015331-1,CHN,29.7435429,120.194897
IAU-015332-1,CHN,38.033171,114.604563
IAU-015333-1,CHN,38.019724,114.548111
IAU-015367-1,CHN,39.926584,116.202929
IAU-015385-1,CHN,34.396007,113.764348
IAU-015406-1,CHN,29.977484,102.993691
IAU-015407-1,CHN,30.635338,104.078849
IAU-015408-1,CHN,29.4878707,106.5426937
IAU-015409-1,CHN,29.571929,106.436244
IAU-015410-1,CHN,30.663772,104.025472
IAU-015411-2,CHN,30.663964,104.071022
IAU-015412-1,CHN,29.9511298,101.75085
IAU-015413-1,CHN,31.235191,107.472399
IAU-015414-1,CHN,29.335133,104.766023
IAU-015539-1,CHN,31.303257,120.651928
IAU-015562-1,CHN,23.1568182,113.3536811
IAU-015563-1,CHN,23.139094,113.3517891
IAU-015564-1,CHN,23.151326,113.344683
IAU-015578-1,CHN,30.491766,114.396237
IAU-015585-1,CHN,31.88611,118.819805
IAU-015651-1,CHN,25.063993,102.754576
IAU-015652-1,CHN,30.6974069,104.0535522
IAU-015654-1,CHN,30.821792,104.183563
IAU-015656-1,CHN,29.8199329,106.4228594
IAU-015657-1,CHN,30.637206,104.049132
IAU-015658-1,CHN,29.663574,106.595843
IAU-015659-1,CHN,31.534842,104.690246
IAU-015674-2,CHN,30.662819,104.016322
IAU-015925-1,CHN,46.624182,126.977557
IAU-015949-1,CHN,23.0965384,113.298883
IAU-015995-1,CHN,31.305141,120.564673
IAU-016074-1,CHN,31.5708418,120.228288
IAU-016082-1,CHN,36.2229201,117.0355089
IAU-016085-1,CHN,37.958616,112.538952
IAU-016086-1,CHN,37.750254,112.71273
IAU-016087-1,CHN,37.8689179,112.4904774
IAU-016088-1,CHN,37.8612907,112.5229278
IAU-016089-1,CHN,28.850984,121.116958
IAU-016146-1,CHN,39.66489,118.15768
IAU-016147-1,CHN,39.6727822,118.1775559
IAU-016159-1,CHN,40.54544,81.289024
IAU-016413-1,CHN,39.991375,116.379211
IAU-016646-1,CHN,39.183717,117.216458
IAU-016647-1,CHN,39.32984,117.086699
IAU-016648-1,CHN,39.103186,117.198861
IAU-016649-1,CHN,39.096723,117.096046
IAU-016650-1,CHN,39.379604,117.0571072
IAU-016651-1,CHN,39.11745,117.231849
IAU-016652-1,CHN,39.0607286,117.1256421
IAU-016654-1,CHN,39.0685519,117.1139951
IAU-016655-1,CHN,39.402175,117.073726
IAU-016656-1,CHN,39.108067,117.176196
IAU-016657-1,CHN,39.1821223,117.1303827
IAU-016658-1,CHN,39.062724,117.274
IAU-016659-1,CHN,39.083961,117.708631
IAU-016660-1,CHN,39.074223,117.187461
IAU-016661-1,CHN,39.061004,117.142023
IAU-016663-1,CHN,39.1150627,117.1780701
IAU-016665-1,CHN,34.573907,105.775274
IAU-016667-1,CHN,34.346756,108.732945
IAU-016668-1,CHN,29.6727345,91.138645
IAU-016669-1,CHN,29.646222,91.146781
IAU-016771-1,CHN,41.748513,125.9856231
IAU-016773-2,CHN,31.2627211,121.4598975
IAU-016774-1,CHN,30.9327955,117.8255871
IAU-016776-1,CHN,27.730902,109.2003614
IAU-016917-1,CHN,39.9996674,116.3264439
IAU-018536-1,CHN,22.1887852,113.5540526
IAU-018546-1,CHN,22.152579,113.5676887
IAU-018555-3,CHN,22.130002,113.5457795
IAU-018565-1,CHN,22.2116369,113.5393721
IAU-020152-1,CHN,30.6624863,104.1021662
IAU-020198-1,CHN,39.977518,116.429591
IAU-020199-1,CHN,40.0029302,116.2858499
IAU-020204-1,CHN,36.616528,116.966214
IAU-020480-3,CHN,39.9894595,116.3584855
IAU-020482-1,CHN,31.821994,117.28059
IAU-020487-1,CHN,31.29043,121.551957
IAU-020501-2,CHN,26.89887,112.590435
IAU-021128-1,CHN,43.8451427,-79.3831571
IAU-021165-1,CHN,36.665954,119.032855
IAU-021166-1,CHN,36.71733,119.180077
IAU-021167-1,CHN,36.89053,118.767069
IAU-021168-1,CHN,34.494629,109.466299
IAU-021174-1,CHN,23.357876,104.248711
IAU-021177-1,CHN,27.925146,120.71201
IAU-021179-1,CHN,28.00676,120.676186
IAU-021188-1,CHN,31.7568483,116.4897664
IAU-021352-1,CHN,30.481159,114.285993
IAU-021354-1,CHN,30.5360485,114.3643219
IAU-021593-1,CHN,31.274822,120.738094
IAU-021607-1,CHN,32.0084651,112.0870509
IAU-021611-1,CHN,30.936986,113.914559
IAU-021821-1,CHN,24.510334,117.63421
IAU-021822-1,CHN,21.274924,110.351576
IAU-021833-3,CHN,30.3086844,120.0864995
IAU-021835-1,CHN,30.319673,120.34066
IAU-022101-1,CHN,40.408141,116.682386
IAU-022220-1,CHN,39.9628214,116.3269465
IAU-023385-1,CHN,25.444014,119.010572
IAU-024629-1,CHN,31.263651,121.652274
IAU-026035-1,CHN,43.7734535,-79.5018684
IAU-026036-1,CHN,39.994305,116.435499
IAU-026037-1,CHN,40.0903772,116.2523409
IAU-026039-1,CHN,39.9302015,116.3056303
IAU-026040-1,CHN,39.9813866,116.4780047
IAU-026041-1,CHN,40.212077,116.653209
IAU-026042-1,CHN,39.9297671,116.3165594
IAU-026043-1,CHN,39.946792,116.25609
IAU-026045-1,CHN,39.1118774,117.3497451
IAU-026388-1,CHN,39.9980197,116.3486774
IAU-026390-1,CHN,38.8764037,115.5521764
IAU-026392-1,CHN,38.286952,116.783193
IAU-026393-1,CHN,37.93753,114.46706
IAU-026401-1,CHN,37.741236,112.727817
IAU-026404-1,CHN,40.768772,107.435543
IAU-026405-1,CHN,40.74675,107.409615
IAU-026407-1,CHN,30.838077,121.507817
IAU-026410-1,CHN,46.6413426,124.8640957
IAU-026412-1,CHN,31.187184,121.434377
IAU-026413-1,CHN,31.588178,120.777901
IAU-026415-1,CHN,32.276631,118.315069
IAU-026416-1,CHN,26.085573,119.372442
IAU-026417-1,CHN,24.867067,118.66915
IAU-026418-1,CHN,37.469682,116.33141
IAU-026419-1,CHN,37.386329,117.987411
IAU-026420-1,CHN,36.058736,114.370738
IAU-026421-1,CHN,36.0623061,114.3497414
IAU-026422-1,CHN,23.200123,113.379778
IAU-026423-1,CHN,43.7824893,-79.1887005
IAU-026424-1,CHN,18.308063,109.535136
IAU-026425-1,CHN,29.344514,105.942651
IAU-026426-1,CHN,29.601196,106.326978
IAU-026427-1,CHN,25.6730738,100.1574667
IAU-026428-1,CHN,32.685316,109.033468
IAU-026431-1,CHN,43.7734535,-79.5018684
IAU-026432-1,CHN,31.449791,104.60703
IAU-026433-1,CHN,22.903788,113.875042
IAU-026434-1,CHN,26.064998,119.196444
IAU-026435-1,CHN,29.56488,106.468097
IAU-026436-1,CHN,30.676456,103.8214215
IAU-026437-1,CHN,34.539373,105.68549
IAU-026439-1,CHN,22.7666499,100.9978
IAU-026440-1,CHN,25.28229,110.371801
IAU-026442-1,CHN,34.959925,102.896529
IAU-026443-1,CHN,34.1266,108.936965
IAU-026445-1,CHN,31.649472,117.930437
IAU-026446-1,CHN,28.7227066,115.8032377
IAU-026447-1,CHN,36.6946755,117.0938536
IAU-026448-1,CHN,34.804288,113.811778
IAU-026450-1,CHN,30.471273,114.133768
IAU-026451-1,CHN,36.06559,103.89769
IAU-026452-1,CHN,28.982628,118.868238
IAU-026453-1,CHN,31.303257,120.651928
IAU-026454-1,CHN,32.909526,117.432336
IAU-026455-1,CHN,28.132033,112.896889
IAU-026456-1,CHN,23.13701,113.344724
IAU-026457-1,CHN,43.7734535,-79.5018684
IAU-026458-1,CHN,25.1227496,110.2951754
IAU-026459-1,CHN,26.243291,105.903379
IAU-026460-1,CHN,25.0227979,101.5560503
IAU-026461-1,CHN,26.56029,106.65609
IAU-026462-1,CHN,33.86289,109.953912
IAU-026463-1,CHN,31.104016,121.610939
IAU-026464-1,CHN,32.059037,118.753387
IAU-026465-1,CHN,36.64893,117.029014
IAU-026466-1,CHN,23.0884783,113.395425
IAU-026467-1,CHN,27.29571,105.31238
IAU-026468-1,CHN,37.8768595,112.591775
IAU-026469-1,CHN,27.615018,113.853666
IAU-026471-1,CHN,21.9682575,108.6335073
IAU-026474-1,CHN,36.209827,113.106985
IAU-026475-1,CHN,40.176685,124.3641769
IAU-026476-1,CHN,31.1763741,121.5924518
IAU-026477-1,CHN,32.19932,119.514279
IAU-026478-1,CHN,36.6786414,117.0507535
IAU-026480-1,CHN,34.6553721,112.4756995
IAU-026482-1,CHN,35.30441,113.954657
IAU-026483-1,CHN,22.3829843,107.3938723
IAU-026484-1,CHN,43.7830333,-79.1873806
IAU-026485-1,CHN,30.774163,104.053907
IAU-026486-1,CHN,30.749373,104.113839
IAU-026487-1,CHN,33.7486003,113.2101533
IAU-026490-1,CHN,29.909863,121.614323
IAU-026492-1,CHN,29.292926,117.250338
IAU-026493-1,CHN,22.593969,113.99894
IAU-026507-1,CHN,21.676286,110.923042
IAU-026521-1,CHN,40.1745945,116.1646815
IAU-026522-1,CHN,40.371983,115.89223
IAU-026523-1,CHN,39.9352299,116.7342852
IAU-026524-1,CHN,43.6609086,-79.3959518
IAU-026525-1,CHN,40.043392,117.269816
IAU-026526-1,CHN,39.0904199,117.0932445
IAU-026527-1,CHN,39.379604,117.0571072
IAU-026528-1,CHN,39.1039443,117.1742232
IAU-026529-1,CHN,39.055234,117.1242233
IAU-026531-1,CHN,39.274419,117.4424135
IAU-026532-1,CHN,38.884834,117.15628
IAU-026534-1,CHN,39.062724,117.274
IAU-026535-1,CHN,32.0028664,120.8905324
IAU-026536-1,CHN,32.156194,118.707864
IAU-026538-1,CHN,32.17383,118.68284
IAU-026539-1,CHN,32.1260118,118.9356697
IAU-026540-1,CHN,31.703827,118.882865
IAU-026541-1,CHN,31.884813,118.888964
IAU-026542-1,CHN,32.029427,118.856149
IAU-026543-1,CHN,32.1015865,118.94301
IAU-026545-1,CHN,43.6609086,-79.3959518
IAU-026546-1,CHN,31.57755,120.45713
IAU-026547-1,CHN,31.216841,120.586417
IAU-026548-1,CHN,31.303257,120.651928
IAU-026549-1,CHN,32.203255,119.461618
IAU-026550-1,CHN,32.375805,119.426072
IAU-026551-1,CHN,43.7734535,-79.5018684
IAU-026552-1,CHN,32.2916,119.38734
IAU-026553-1,CHN,31.305141,120.564673
IAU-026554-1,CHN,31.780231,119.906058
IAU-026555-1,CHN,32.016902,120.905135
IAU-026556-1,CHN,33.9297,118.29078
IAU-026558-1,CHN,32.087805,118.91681
IAU-026559-1,CHN,31.046652,121.206787
IAU-026561-1,CHN,31.410805,121.199501
IAU-026562-1,CHN,31.225854,121.53415
IAU-026563-1,CHN,31.0414794,121.786691
IAU-026566-1,CHN,29.815084,121.572867
IAU-026569-1,CHN,29.916166,121.630042
IAU-026570-1,CHN,30.248875,120.085317
IAU-026571-1,CHN,30.315807,120.3517315
IAU-026573-1,CHN,30.2421403,120.1581419
IAU-026575-1,CHN,27.925146,120.71201
IAU-026576-1,CHN,30.175199,120.1480951
IAU-026577-1,CHN,30.289747,120.2048085
IAU-026578-1,CHN,29.980111,120.571147
IAU-026579-1,CHN,27.928155,120.706214
IAU-026582-1,CHN,30.742174,120.72914
IAU-026583-1,CHN,30.318764,120.363977
IAU-026584-1,CHN,27.9268925,120.7032489
IAU-026585-1,CHN,30.734762,120.785233
IAU-026586-1,CHN,29.082023,119.69485
IAU-026588-1,CHN,27.916388,120.653688
IAU-026589-1,CHN,29.344514,105.942651
IAU-026590-1,CHN,43.7734535,-79.5018684
IAU-026591-1,CHN,29.970292,106.410835
IAU-026592-1,CHN,29.665494,106.6072
IAU-026593-1,CHN,29.854229,106.071605
IAU-026594-1,CHN,29.35623,106.53527
IAU-026595-1,CHN,30.003988,106.263497
IAU-026596-1,CHN,29.535171,106.605308
IAU-026598-1,CHN,24.719725,118.666456
IAU-026600-1,CHN,43.818812,-79.3045448
IAU-026602-1,CHN,30.488539,114.310655
IAU-026603-1,CHN,30.416196,114.371296
IAU-026605-1,CHN,30.621883,114.370852
IAU-026606-1,CHN,30.720482,111.318127
IAU-026611-1,CHN,26.0761956,119.2739055
IAU-026613-1,CHN,24.588845,118.095015
IAU-026614-1,CHN,26.022004,119.203969
IAU-026615-1,CHN,26.0818505,119.2865017
IAU-026616-1,CHN,24.885237,118.61013
IAU-026617-1,CHN,26.084721,119.372218
IAU-026618-1,CHN,26.0816125,119.2387035
IAU-026619-1,CHN,30.601749,114.291077
IAU-026620-1,CHN,23.272722,113.209421
IAU-026621-1,CHN,43.6609086,-79.3959518
IAU-026622-1,CHN,23.4099671,113.0927302
IAU-026623-1,CHN,23.138339,113.024866
IAU-026624-1,CHN,23.34675,113.28583
IAU-026625-1,CHN,23.643821,113.671407
IAU-026627-1,CHN,23.255111,113.78058
IAU-026629-1,CHN,23.238826,113.864203
IAU-026630-1,CHN,23.131662,113.436058
IAU-026631-1,CHN,22.3665667,113.5469796
IAU-026633-1,CHN,23.143648,113.273739
IAU-026634-1,CHN,22.95813,113.9835
IAU-026636-1,CHN,22.346861,113.539382
IAU-026638-1,CHN,22.687845,114.209931
IAU-026640-1,CHN,30.481761,114.31096
IAU-026658-1,CHN,38.8806979,121.5278186
IAU-026660-1,CHN,41.7422794,123.2344705
IAU-026661-1,CHN,38.880381,121.529021
IAU-026662-1,CHN,43.8566281,-79.3328456
IAU-026664-1,CHN,41.14919,121.141612
IAU-026666-1,CHN,38.926091,121.482732
IAU-026668-1,CHN,41.09106,121.12438
IAU-026670-1,CHN,38.876672,121.549827
IAU-026672-1,CHN,41.625318,123.5387501
IAU-026674-1,CHN,39.094558,121.834396
IAU-026675-1,CHN,41.831508,123.433675
IAU-026676-1,CHN,38.889698,121.53504
IAU-026677-1,CHN,41.923557,123.41692
IAU-026685-1,CHN,35.9256994,120.1104338
IAU-026686-1,CHN,35.8812758,119.9835573
IAU-026687-1,CHN,37.794254,120.757747
IAU-026689-1,CHN,36.448138,116.039863
IAU-026690-1,CHN,36.304602,120.506162
IAU-026691-1,CHN,36.652703,117.042083
IAU-026694-1,CHN,37.47166,118.57576
IAU-026695-1,CHN,37.46231,116.36701
IAU-026697-1,CHN,36.321259,120.39659
IAU-026698-1,CHN,36.67868,117.544072
IAU-026699-1,CHN,36.631037,117.020554
IAU-026700-1,CHN,39.948865,116.4312274
IAU-026701-1,CHN,39.953891,119.619204
IAU-026702-1,CHN,38.0340607,114.5148152
IAU-026703-1,CHN,37.999615,114.4611985
IAU-026704-1,CHN,38.135144,114.49548
IAU-026706-1,CHN,40.0897592,116.3097968
IAU-026707-1,CHN,30.5004968,114.3764091
IAU-026708-1,CHN,32.647659,110.740973
IAU-026709-1,CHN,32.622795,110.779299
IAU-026710-1,CHN,30.325227,109.479806
IAU-026711-1,CHN,36.569295,114.498602
IAU-026712-1,CHN,39.179635,117.165882
IAU-026713-1,CHN,39.902361,119.540166
IAU-026714-1,CHN,29.7435429,120.194897
IAU-026715-1,CHN,38.019724,114.548111
IAU-026716-1,CHN,39.177606,118.347549
IAU-026718-1,CHN,39.784863,116.750915
IAU-026719-1,CHN,38.38195,117.317141
IAU-026721-1,CHN,30.417239,114.4281431
IAU-026724-1,CHN,31.0252201,121.4337784
IAU-026725-1,CHN,34.808921,114.369752
IAU-026728-1,CHN,34.994455,113.682256
IAU-026730-1,CHN,30.58052,114.32486
IAU-026731-1,CHN,30.504251,114.400246
IAU-026732-1,CHN,30.407792,114.293016
IAU-026738-1,CHN,43.7734535,-79.5018684
IAU-026740-1,CHN,34.381105,108.978476
IAU-026850-1,CHN,34.03737,108.764462
IAU-026851-1,CHN,34.070486,108.967794
IAU-026852-1,CHN,34.251836,108.993218
IAU-026875-1,CHN,43.877035,125.434312
IAU-026876-1,CHN,43.6609086,-79.3959518
IAU-026877-1,CHN,43.816638,125.442365
IAU-026878-1,CHN,43.690693,125.520664
IAU-026879-1,CHN,43.8240078,125.4124086
IAU-026881-1,CHN,30.610531,104.164342
IAU-026882-1,CHN,30.82348,103.9811
IAU-026883-1,CHN,30.7836939,103.7785944
IAU-026884-1,CHN,44.435209,-65.213655
IAU-026885-1,CHN,30.662819,104.016322
IAU-026886-1,CHN,43.8686421,-79.2816774
IAU-026887-1,CHN,31.443738,104.795135
IAU-026888-1,CHN,30.724051,104.026606
IAU-026889-1,CHN,30.724051,104.026606
IAU-026896-1,CHN,27.83687,113.17586
IAU-026898-1,CHN,26.896899,112.590596
IAU-026899-1,CHN,28.218868,112.92016
IAU-026900-1,CHN,28.167381,112.9314615
IAU-026901-1,CHN,28.1844512,113.0821033
IAU-026902-1,CHN,29.02518,111.720481
IAU-026903-1,CHN,29.357379,113.1219452
IAU-026904-1,CHN,26.864921,112.627289
IAU-026905-1,CHN,27.8499561,112.9195085
IAU-026909-1,CHN,28.21299,112.916326
IAU-026910-1,CHN,28.989056,111.692068
IAU-026911-1,CHN,28.320709,113.082738
IAU-026913-1,CHN,26.912556,112.503536
IAU-026917-1,CHN,45.77269,126.624446
IAU-026918-1,CHN,47.302837,123.9653039
IAU-026921-1,CHN,45.818325,126.64667
IAU-026922-1,CHN,45.87166,126.52562
IAU-026923-1,CHN,45.867197,126.532624
IAU-026924-1,CHN,27.8051591,114.9434709
IAU-026925-1,CHN,28.676363,115.935491
IAU-026926-1,CHN,25.848982,114.944437
IAU-026927-1,CHN,28.6744,115.95282
IAU-026928-1,CHN,29.2299841,115.8083221
IAU-026930-1,CHN,31.0252201,121.4337784
IAU-026931-1,CHN,25.71037,119.33443
IAU-026932-1,CHN,25.853708,114.931526
IAU-026933-1,CHN,29.292926,117.250338
IAU-026934-1,CHN,28.762772,115.832826
IAU-026935-1,CHN,28.6784101,115.7465026
IAU-026936-1,CHN,43.7734535,-79.5018684
IAU-026937-1,CHN,43.7734535,-79.5018684
IAU-026938-1,CHN,28.739926,115.853957
IAU-026941-1,CHN,37.743427,112.667022
IAU-026942-1,CHN,37.8538181,112.5231936
IAU-026943-1,CHN,37.424442,112.578439
IAU-026944-1,CHN,34.157596,108.893408
IAU-026945-1,CHN,37.8689179,112.4904774
IAU-026946-1,CHN,37.742848,112.740736
IAU-026947-1,CHN,37.839765,112.554941
IAU-002840-1,HKG,22.3366793,114.1724234
IAU-007557-1,HKG,22.3408088,114.1798757
IAU-007560-1,HKG,22.286178,114.197825
IAU-010994-1,HKG,22.4109705,113.9830974
IAU-016414-1,HKG,22.419625,114.2067606
IAU-016464-1,HKG,22.2801253,114.170131
IAU-016465-1,HKG,22.467111,114.192998
IAU-016466-1,HKG,22.3042407,114.1798118
IAU-016467-1,HKG,22.3363998,114.2654655
IAU-016508-1,HKG,22.3163552,114.1801817
IAU-016576-1,HKG,22.2830891,114.1365621
IAU-025421-1,HKG,22.312505,114.1757508
IAU-025424-1,HKG,22.3284015,114.159987
IAU-025425-1,HKG,22.3795293,114.2114767
IAU-002467-1,COL,3.2163912,-76.433666
IAU-002902-1,COL,4.6212638,-74.0663524
IAU-002944-1,COL,6.2732224,-75.5920184
IAU-002947-1,COL,2.4409944,-76.6048862
IAU-002951-1,COL,4.8468858,-74.0294205
IAU-003197-1,COL,4.4436252,-75.2443163
IAU-003253-1,COL,6.2089498,-75.5458869
IAU-003256-1,COL,4.624045,-74.068987
IAU-003264-1,COL,40.8080524,-73.9635386
IAU-003266-1,COL,7.1157353,-73.1298564
IAU-003282-1,COL,4.6509464,-74.0641372
IAU-003284-1,COL,4.5984844,-74.0726112
IAU-003286-1,COL,6.2408691,-75.6093514
IAU-003287-1,COL,10.991339,-74.8070884
IAU-003288-1,COL,1.2179028,-77.2789975
IAU-003289-1,COL,2.4408241,-76.60456
IAU-003290-1,COL,3.4583611,-76.5344544
IAU-003291-1,COL,4.6616975,-74.057976
IAU-003292-1,COL,40.8182245,-73.9597336
IAU-003293-1,COL,6.1698789,-75.6073455
IAU-003294-1,COL,43.658383,-79.3871905
IAU-003295-1,COL,10.9951608,-74.7897818
IAU-003296-1,COL,4.9120153,-75.6240828
IAU-003297-1,COL,9.4092677,-75.326068
IAU-003298-1,COL,2.9378907,-75.2902984
IAU-003299-1,COL,4.1479535,-73.636392
IAU-003300-1,COL,4.5425573,-75.6628384
IAU-003301-1,COL,11.0011355,-74.8117479
IAU-003302-1,COL,4.6495744,-74.0570236
IAU-003303-1,COL,6.0997439,-75.6387916
IAU-003304-023360-1,COL,6.3115762,-75.5547238
IAU-003304-1,COL,4.699172,-74.0905372
IAU-003305-1,COL,4.653421,-74.145171
IAU-003306-1,COL,10.4210219,-75.5477762
IAU-003307-1,COL,10.9856738,-74.8131608
IAU-003308-1,COL,10.4224033,-75.5362472
IAU-003309-1,COL,6.2505261,-75.5686087
IAU-003310-1,COL,4.6056303,-74.0713963
IAU-003311-1,COL,4.6618766,-74.057419
IAU-004616-1,COL,4.6379012,-74.0713175
IAU-004617-1,COL,4.7827153,-74.0426112
IAU-004620-1,COL,4.5414523,-75.6634902
IAU-004659-1,COL,6.157042,-75.516863
IAU-004709-1,COL,3.4263542,-76.537144
IAU-004779-1,COL,40.8077241,-73.9596123
IAU-004806-1,COL,4.6860128,-74.0516375
IAU-006493-1,COL,7.8815326,-72.502358
IAU-006494-1,COL,6.8272387,-75.5136036
IAU-006496-1,COL,40.8094926,-73.9601092
IAU-006497-1,COL,4.73253,-74.0397
IAU-006506-1,COL,10.4218963,-75.536384
IAU-006511-1,COL,4.6318923,-74.061516
IAU-006513-1,COL,4.7542802,-74.0533574
IAU-006514-1,COL,6.2412976,-75.5972937
IAU-006515-1,COL,6.2458159,-75.5628601
IAU-006516-1,COL,6.6582922,-75.4466629
IAU-006517-1,COL,3.3451575,-76.5403863
IAU-006518-1,COL,6.1447957,-75.6195074
IAU-006519-1,COL,10.4069547,-75.5015106
IAU-006520-1,COL,4.6024109,-74.0875344
IAU-006522-1,COL,2.439543,-76.6097861
IAU-006523-1,COL,6.5386716,-73.1271304
IAU-006524-023355-1,COL,4.65782,-74.062776
IAU-006525-1,COL,4.1502618,-74.8838363
IAU-006526-1,COL,4.6519173,-74.0593192
IAU-006527-1,COL,4.6291816,-74.0698436
IAU-006528-1,COL,5.3216461,-72.3889291
IAU-006529-1,COL,5.5248938,-73.3658412
IAU-006530-1,COL,4.7618501,-74.09319
IAU-006531-1,COL,4.6485127,-74.0615519
IAU-006532-1,COL,4.651689,-74.0659108
IAU-006533-1,COL,6.2593518,-75.5837306
IAU-006534-1,COL,6.251067,-75.5599442
IAU-006535-1,COL,4.6725338,-74.082856
IAU-006536-1,COL,4.6210785,-74.0730295
IAU-006537-1,COL,4.626531,-74.075892
IAU-006538-1,COL,4.6683626,-74.0589113
IAU-006539-1,COL,4.7468955,-74.0274564
IAU-006540-1,COL,10.4063845,-75.510962
IAU-007864-1,COL,3.4704728,-76.5273852
IAU-007865-1,COL,6.277697,-75.590742
IAU-007866-1,COL,10.4281723,-75.5473306
IAU-007867-1,COL,7.1050687,-73.1241728
IAU-007868-1,COL,38.9379851,-77.0888687
IAU-007869-1,COL,6.1589201,-75.5807907
IAU-007870-1,COL,6.2601566,-75.5851895
IAU-008640-1,COL,3.4529044,-76.5363032
