iau_id1,year,students5_estimated
IAU-020225-1,1995,3763
IAU-020225-1,2000,5321
IAU-020225-1,2005,6795
IAU-020225-1,2010,8037
IAU-020225-1,2015,8205
IAU-020225-1,2020,9111
IAU-020275-015752-1,1950,
IAU-020275-015752-1,1955,1997
IAU-020275-015752-1,1960,1898
IAU-020275-015752-1,1965,2752
IAU-020275-015752-1,1970,4400
IAU-020275-015752-1,1975,7305
IAU-020275-015752-1,1980,9648
IAU-020275-015752-1,1985,12295
IAU-020275-015752-1,1990,15415
IAU-020275-015752-1,1995,17185
IAU-020275-015752-1,2000,18896
IAU-020275-015752-1,2005,19538
IAU-020275-015752-1,2010,22976
IAU-020275-015752-1,2015,27296
IAU-020275-015752-1,2020,31037
IAU-020275-015783-1,1950,0
IAU-020275-015783-1,1955,0
IAU-020275-015783-1,1960,0
IAU-020275-015783-1,1965,0
IAU-020275-015783-1,1970,0
IAU-020275-015783-1,1975,0
IAU-020275-015783-1,1980,2
IAU-020275-015783-1,1985,6
IAU-020275-015783-1,1990,18
IAU-020275-015783-1,1995,52
IAU-020275-015783-1,2000,89
IAU-020275-015783-1,2005,224
IAU-020275-015783-1,2010,1200
IAU-020275-015783-1,2015,3757
IAU-020275-015783-1,2020,22512
IAU-020275-1,1950,5465
IAU-020275-1,1955,4187
IAU-020275-1,1960,4672
IAU-020275-1,1965,7009
IAU-020275-1,1970,11319
IAU-020275-1,1975,13125
IAU-020275-1,1980,12153
IAU-020275-1,1985,15534
IAU-020275-1,1990,22317
IAU-020275-1,1995,24119
IAU-020275-1,2000,22003
IAU-020275-1,2005,24732
IAU-020275-1,2010,26968
IAU-020275-1,2015,29557
IAU-020275-1,2020,30683
IAU-020328-1,1950,1189
IAU-020328-1,1955,931
IAU-020328-1,1960,1674
IAU-020328-1,1965,3042
IAU-020328-1,1970,4761
IAU-020328-1,1975,5275
IAU-020328-1,1980,5986
IAU-020328-1,1985,7397
IAU-020328-1,1990,8462
IAU-020328-1,1995,11624
IAU-020328-1,2000,12200
IAU-020328-1,2005,11597
IAU-020328-1,2010,10905
IAU-020328-1,2015,10372
IAU-020328-1,2020,9865
IAU-020354-1,1990,2371
IAU-020354-1,1995,2693
IAU-020354-1,2000,3112
IAU-020354-1,2005,3703
IAU-020354-1,2010,4166
IAU-020354-1,2015,3839
IAU-020354-1,2020,3603
IAU-020365-1,2005,6295
IAU-020365-1,2010,7402
IAU-020365-1,2015,8794
IAU-020365-1,2020,10000
IAU-020369-020368-1,1950,6
IAU-020369-020368-1,1955,14
IAU-020369-020368-1,1960,23
IAU-020369-020368-1,1965,42
IAU-020369-020368-1,1970,82
IAU-020369-020368-1,1975,160
IAU-020369-020368-1,1980,287
IAU-020369-020368-1,1985,505
IAU-020369-020368-1,1990,885
IAU-020369-020368-1,1995,759
IAU-020369-020368-1,2000,1261
IAU-020369-020368-1,2005,4093
IAU-020369-020368-1,2010,14363
IAU-020369-020368-1,2015,25773
IAU-020369-020368-1,2020,37184
IAU-020369-1,1950,2721
IAU-020369-1,1955,4075
IAU-020369-1,1960,6077
IAU-020369-1,1965,9996
IAU-020369-1,1970,12582
IAU-020369-1,1975,15739
IAU-020369-1,1980,18540
IAU-020369-1,1985,20274
IAU-020369-1,1990,21322
IAU-020369-1,1995,24362
IAU-020369-1,2000,23901
IAU-020369-1,2005,28024
IAU-020369-1,2010,36674
IAU-020369-1,2015,42003
IAU-020369-1,2020,41828
IAU-020437-1,1970,2950
IAU-020437-1,1975,2313
IAU-020437-1,1980,2116
IAU-020437-1,1985,2419
IAU-020437-1,1990,2977
IAU-020437-1,1995,3287
IAU-020437-1,2000,2609
IAU-020437-1,2005,2830
IAU-020437-1,2010,3479
IAU-020437-1,2015,4322
IAU-020437-1,2020,4573
IAU-020447-1,1950,2151
IAU-020447-1,1955,2407
IAU-020447-1,1960,2490
IAU-020447-1,1965,4064
IAU-020447-1,1970,4914
IAU-020447-1,1975,6037
IAU-020447-1,1980,6590
IAU-020447-1,1985,8911
IAU-020447-1,1990,9617
IAU-020447-1,1995,10963
IAU-020447-1,2000,11252
IAU-020447-1,2005,11616
IAU-020447-1,2010,12185
IAU-020447-1,2015,13448
IAU-020447-1,2020,16048
IAU-020476-023022-1,1950,
IAU-020476-023022-1,1955,
IAU-020476-023022-1,1960,246
IAU-020476-023022-1,1965,343
IAU-020476-023022-1,1970,549
IAU-020476-023022-1,1975,785
IAU-020476-023022-1,1980,1045
IAU-020476-023022-1,1985,1168
IAU-020476-023022-1,1990,1192
IAU-020476-023022-1,1995,1371
IAU-020476-023022-1,2000,1545
IAU-020476-023022-1,2005,1704
IAU-020476-023022-1,2010,2081
IAU-020476-023022-1,2015,2176
IAU-020476-023022-1,2020,2224
IAU-020476-1,1950,3601
IAU-020476-1,1955,2670
IAU-020476-1,1960,4942
IAU-020476-1,1965,7920
IAU-020476-1,1970,9765
IAU-020476-1,1975,10035
IAU-020476-1,1980,10996
IAU-020476-1,1985,15765
IAU-020476-1,1990,17218
IAU-020476-1,1995,17870
IAU-020476-1,2000,17820
IAU-020476-1,2005,19865
IAU-020476-1,2010,20739
IAU-020476-1,2015,21450
IAU-020476-1,2020,24345
IAU-020555-1,1975,2839
IAU-020555-1,1980,3537
IAU-020555-1,1985,4324
IAU-020555-1,1990,2780
IAU-020555-1,1995,4774
IAU-020555-1,2000,6800
IAU-020555-1,2005,10041
IAU-020555-1,2010,14730
IAU-020555-1,2015,14534
IAU-020555-1,2020,10935
IAU-020599-020519-1,1950,
IAU-020599-020519-1,1955,4132
IAU-020599-020519-1,1960,3928
IAU-020599-020519-1,1965,5695
IAU-020599-020519-1,1970,9104
IAU-020599-020519-1,1975,15116
IAU-020599-020519-1,1980,19962
IAU-020599-020519-1,1985,25439
IAU-020599-020519-1,1990,31895
IAU-020599-020519-1,1995,35557
IAU-020599-020519-1,2000,39098
IAU-020599-020519-1,2005,40426
IAU-020599-020519-1,2010,47540
IAU-020599-020519-1,2015,56479
IAU-020599-020519-1,2020,64218
IAU-020599-020601-1,1950,
IAU-020599-020601-1,1955,4132
IAU-020599-020601-1,1960,3928
IAU-020599-020601-1,1965,5695
IAU-020599-020601-1,1970,9104
IAU-020599-020601-1,1975,15116
IAU-020599-020601-1,1980,19962
IAU-020599-020601-1,1985,25439
IAU-020599-020601-1,1990,31895
IAU-020599-020601-1,1995,35557
IAU-020599-020601-1,2000,39098
IAU-020599-020601-1,2005,40426
IAU-020599-020601-1,2010,47540
IAU-020599-020601-1,2015,56479
IAU-020599-020601-1,2020,64218
IAU-020599-020869-1,1950,
IAU-020599-020869-1,1955,4132
IAU-020599-020869-1,1960,3928
IAU-020599-020869-1,1965,5695
IAU-020599-020869-1,1970,9104
IAU-020599-020869-1,1975,15116
IAU-020599-020869-1,1980,19962
IAU-020599-020869-1,1985,25439
IAU-020599-020869-1,1990,31895
IAU-020599-020869-1,1995,35557
IAU-020599-020869-1,2000,39098
IAU-020599-020869-1,2005,40426
IAU-020599-020869-1,2010,47540
IAU-020599-020869-1,2015,56479
IAU-020599-020869-1,2020,64218
IAU-020599-021367-1,1950,
IAU-020599-021367-1,1955,4132
IAU-020599-021367-1,1960,3928
IAU-020599-021367-1,1965,5695
IAU-020599-021367-1,1970,9104
IAU-020599-021367-1,1975,15116
IAU-020599-021367-1,1980,19962
IAU-020599-021367-1,1985,25439
IAU-020599-021367-1,1990,31895
IAU-020599-021367-1,1995,35557
IAU-020599-021367-1,2000,39098
IAU-020599-021367-1,2005,40426
IAU-020599-021367-1,2010,47540
IAU-020599-021367-1,2015,56479
IAU-020599-021367-1,2020,64218
IAU-020599-1,1950,16403
IAU-020599-1,1955,12365
IAU-020599-1,1960,15153
IAU-020599-1,1965,20964
IAU-020599-1,1970,27743
IAU-020599-1,1975,41661
IAU-020599-1,1980,48495
IAU-020599-1,1985,51128
IAU-020599-1,1990,51368
IAU-020599-1,1995,53438
IAU-020599-1,2000,56093
IAU-020599-1,2005,65391
IAU-020599-1,2010,74266
IAU-020599-1,2015,78713
IAU-020599-1,2020,70028
IAU-020613-1,1950,1863
IAU-020613-1,1955,1134
IAU-020613-1,1960,1622
IAU-020613-1,1965,3192
IAU-020613-1,1970,5548
IAU-020613-1,1975,6994
IAU-020613-1,1980,8552
IAU-020613-1,1985,11125
IAU-020613-1,1990,12664
IAU-020613-1,1995,15083
IAU-020613-1,2000,17117
IAU-020613-1,2005,18419
IAU-020613-1,2010,19600
IAU-020613-1,2015,20500
IAU-020613-1,2020,21354
IAU-020623-1,1960,1724
IAU-020623-1,1965,4623
IAU-020623-1,1970,10352
IAU-020623-1,1975,16139
IAU-020623-1,1980,19628
IAU-020623-1,1985,24122
IAU-020623-1,1990,25073
IAU-020623-1,1995,25423
IAU-020623-1,2000,22336
IAU-020623-1,2005,23929
IAU-020623-1,2010,32340
IAU-020623-1,2015,34668
IAU-020623-1,2020,39195
IAU-020629-007657-1,1950,
IAU-020629-007657-1,1955,2589
IAU-020629-007657-1,1960,2461
IAU-020629-007657-1,1965,3568
IAU-020629-007657-1,1970,5704
IAU-020629-007657-1,1975,9471
IAU-020629-007657-1,1980,12507
IAU-020629-007657-1,1985,15938
IAU-020629-007657-1,1990,19983
IAU-020629-007657-1,1995,22278
IAU-020629-007657-1,2000,24496
IAU-020629-007657-1,2005,25328
IAU-020629-007657-1,2010,29785
IAU-020629-007657-1,2015,35386
IAU-020629-007657-1,2020,40235
IAU-020629-1,1950,4667
IAU-020629-1,1955,4894
IAU-020629-1,1960,6332
IAU-020629-1,1965,8999
IAU-020629-1,1970,17520
IAU-020629-1,1975,23592
IAU-020629-1,1980,26299
IAU-020629-1,1985,26765
IAU-020629-1,1990,27232
IAU-020629-1,1995,26642
IAU-020629-1,2000,23197
IAU-020629-1,2005,24250
IAU-020629-1,2010,35733
IAU-020629-1,2015,30716
IAU-020629-1,2020,36539
IAU-020639-1,1950,420
IAU-020639-1,1955,613
IAU-020639-1,1960,1197
IAU-020639-1,1965,2227
IAU-020639-1,1970,4772
IAU-020639-1,1975,7023
IAU-020639-1,1980,14627
IAU-020639-1,1985,16971
IAU-020639-1,1990,14801
IAU-020639-1,1995,16224
IAU-020639-1,2000,15196
IAU-020639-1,2005,16076
IAU-020639-1,2010,16179
IAU-020639-1,2015,16148
IAU-020639-1,2020,16321
IAU-020824-1,1970,485
IAU-020824-1,1975,1126
IAU-020824-1,1980,2424
IAU-020824-1,1985,5161
IAU-020824-1,1990,10936
IAU-020824-1,1995,6745
IAU-020824-1,2000,9495
IAU-020824-1,2005,12060
IAU-020824-1,2010,17082
IAU-020824-1,2015,15363
IAU-020824-1,2020,9764
IAU-021264-1,1950,3037
IAU-021264-1,1955,2241
IAU-021264-1,1960,3295
IAU-021264-1,1965,4816
IAU-021264-1,1970,6738
IAU-021264-1,1975,10554
IAU-021264-1,1980,9746
IAU-021264-1,1985,10020
IAU-021264-1,1990,10044
IAU-021264-1,1995,8667
IAU-021264-1,2000,8949
IAU-021264-1,2005,12134
IAU-021264-1,2010,14965
IAU-021264-1,2015,18588
IAU-021264-1,2020,19822
IAU-021739-1,1960,12132
IAU-021739-1,1965,20239
IAU-021739-1,1970,23714
IAU-021739-1,1975,28416
IAU-021739-1,1980,30082
IAU-021739-1,1985,32267
IAU-021739-1,1990,35719
IAU-021739-1,1995,40480
IAU-021739-1,2000,30837
IAU-021739-1,2005,35334
IAU-021739-1,2010,50150
IAU-021739-1,2015,53146
IAU-021739-1,2020,54928
IAU-021740-1,2005,1566
IAU-021740-1,2010,1993
IAU-021740-1,2015,2175
IAU-021740-1,2020,2362
IAU-022835-1,2005,1137
IAU-022835-1,2010,1353
IAU-022835-1,2015,1617
IAU-022835-1,2020,1848
IAU-022840-1,2015,1622
IAU-022840-1,2020,1865
IAU-022843-1,1965,17
IAU-022843-1,1970,19
IAU-022843-1,1975,23
IAU-022843-1,1980,30
IAU-022843-1,1985,43
IAU-022843-1,1990,68
IAU-022843-1,1995,109
IAU-022843-1,2000,182
IAU-022843-1,2005,306
IAU-022843-1,2010,541
IAU-022843-1,2015,1909
IAU-022843-1,2020,4656
IAU-022957-1,2005,1138
IAU-022957-1,2010,1353
IAU-022957-1,2015,1616
IAU-022957-1,2020,1845
IAU-004080-1,1965,182
IAU-004080-1,1970,278
IAU-004080-1,1975,399
IAU-004080-1,1980,542
IAU-004080-1,1985,727
IAU-004080-1,1990,946
IAU-004080-1,1995,1278
IAU-004080-1,2000,1799
IAU-004080-1,2005,2443
IAU-004080-1,2010,3026
IAU-004080-1,2015,3652
IAU-004080-1,2020,4124
IAU-019564-2,1970,
IAU-019564-2,1975,
IAU-019564-2,1980,
IAU-019564-2,1985,
IAU-019564-2,1990,
IAU-019564-2,1995,
IAU-019564-2,2000,
IAU-019564-2,2005,
IAU-019564-2,2010,
IAU-019564-2,2015,
IAU-019564-2,2020,8928
IAU-024734-1,2010,4198
IAU-024734-1,2015,5639
IAU-024734-1,2020,5209
IAU-004083-1,1965,52
IAU-004083-1,1970,81
IAU-004083-1,1975,120
IAU-004083-1,1980,158
IAU-004083-1,1985,206
IAU-004083-1,1990,279
IAU-004083-1,1995,376
IAU-004083-1,2000,533
IAU-004083-1,2005,741
IAU-004083-1,2010,958
IAU-004083-1,2015,1244
IAU-004083-1,2020,1493
IAU-004175-1,1965,16
IAU-004175-1,1970,25
IAU-004175-1,1975,37
IAU-004175-1,1980,49
IAU-004175-1,1985,64
IAU-004175-1,1990,87
IAU-004175-1,1995,118
IAU-004175-1,2000,167
IAU-004175-1,2005,233
IAU-004175-1,2010,301
IAU-004175-1,2015,392
IAU-004175-1,2020,471
IAU-004200-1,1995,351
IAU-004200-1,2000,507
IAU-004200-1,2005,718
IAU-004200-1,2010,940
IAU-004200-1,2015,1259
IAU-004200-1,2020,1546
IAU-008305-1,2000,503
IAU-008305-1,2005,714
IAU-008305-1,2010,937
IAU-008305-1,2015,1262
IAU-008305-1,2020,1556
IAU-008311-1,2005,710
IAU-008311-1,2010,934
IAU-008311-1,2015,1265
IAU-008311-1,2020,1566
IAU-019488-1,2005,911
IAU-019488-1,2010,1155
IAU-019488-1,2015,1653
IAU-019488-1,2020,2049
IAU-019624-1,2005,912
IAU-019624-1,2010,1156
IAU-019624-1,2015,1653
IAU-019624-1,2020,2047
IAU-019625-1,1975,700
IAU-019625-1,1980,838
IAU-019625-1,1985,1221
IAU-019625-1,1990,1736
IAU-019625-1,1995,2844
IAU-019625-1,2000,4088
IAU-019625-1,2005,5363
IAU-019625-1,2010,6058
IAU-019625-1,2015,6753
IAU-019625-1,2020,7448
IAU-019643-1,2000,673
IAU-019643-1,2005,918
IAU-019643-1,2010,1160
IAU-019643-1,2015,1649
IAU-019643-1,2020,2033
IAU-019829-1,1995,239
IAU-019829-1,2000,324
IAU-019829-1,2005,438
IAU-019829-1,2010,565
IAU-019829-1,2015,735
IAU-019829-1,2020,883
IAU-008832-1,1950,
IAU-008832-1,1955,
IAU-008832-1,1960,325
IAU-008832-1,1965,430
IAU-008832-1,1970,600
IAU-008832-1,1975,794
IAU-008832-1,1980,999
IAU-008832-1,1985,1232
IAU-008832-1,1990,1441
IAU-008832-1,1995,1627
IAU-008832-1,2000,1835
IAU-008832-1,2005,2183
IAU-008832-1,2010,2518
IAU-008832-1,2015,18631
IAU-008832-1,2020,2975
IAU-008833-1,1990,1227
IAU-008833-1,1995,1434
IAU-008833-1,2000,1670
IAU-008833-1,2005,2036
IAU-008833-1,2010,2429
IAU-008833-1,2015,18617
IAU-008833-1,2020,3172
IAU-008834-1,1990,1231
IAU-008834-1,1995,1437
IAU-008834-1,2000,1673
IAU-008834-1,2005,2038
IAU-008834-1,2010,2430
IAU-008834-1,2015,18617
IAU-008834-1,2020,3168
IAU-008837-1,1995,1420
IAU-008837-1,2000,1659
IAU-008837-1,2005,2025
IAU-008837-1,2010,2423
IAU-008837-1,2015,18619
IAU-008837-1,2020,3188
IAU-008841-1,1975,659
IAU-008841-1,1980,835
IAU-008841-1,1985,1064
IAU-008841-1,1990,1279
IAU-008841-1,1995,1481
IAU-008841-1,2000,1711
IAU-008841-1,2005,2072
IAU-008841-1,2010,2451
IAU-008841-1,2015,18614
IAU-008841-1,2020,3118
IAU-008843-1,1985,1041
IAU-008843-1,1990,1257
IAU-008843-1,1995,1460
IAU-008843-1,2000,1693
IAU-008843-1,2005,2056
IAU-008843-1,2010,2441
IAU-008843-1,2015,18615
IAU-008843-1,2020,3141
IAU-008844-1,1985,1026
IAU-008844-1,1990,1242
IAU-008844-1,1995,1447
IAU-008844-1,2000,1682
IAU-008844-1,2005,2046
IAU-008844-1,2010,2435
IAU-008844-1,2015,18616
IAU-008844-1,2020,3157
IAU-008851-1,1990,1231
IAU-008851-1,1995,1437
IAU-008851-1,2000,1673
IAU-008851-1,2005,2038
IAU-008851-1,2010,2430
IAU-008851-1,2015,18617
IAU-008851-1,2020,3168
IAU-008852-1,1970,3411
IAU-008852-1,1975,4867
IAU-008852-1,1980,10808
IAU-008852-1,1985,12287
IAU-008852-1,1990,36205
IAU-008852-1,1995,39149
IAU-008852-1,2000,48808
IAU-008852-1,2005,61748
IAU-008852-1,2010,74861
IAU-008852-1,2015,93584
IAU-008852-1,2020,136630
IAU-008853-1,1970,501
IAU-008853-1,1975,674
IAU-008853-1,1980,854
IAU-008853-1,1985,1083
IAU-008853-1,1990,1298
IAU-008853-1,1995,1498
IAU-008853-1,2000,1725
IAU-008853-1,2005,2085
IAU-008853-1,2010,2459
IAU-008853-1,2015,18613
IAU-008853-1,2020,3100
IAU-008855-1,1985,1041
IAU-008855-1,1990,1257
IAU-008855-1,1995,1460
IAU-008855-1,2000,1693
IAU-008855-1,2005,2056
IAU-008855-1,2010,2441
IAU-008855-1,2015,18615
IAU-008855-1,2020,3141
IAU-008856-1,1990,1231
IAU-008856-1,1995,1437
IAU-008856-1,2000,1673
IAU-008856-1,2005,2038
IAU-008856-1,2010,2430
IAU-008856-1,2015,18617
IAU-008856-1,2020,3168
IAU-008858-1,1990,1227
IAU-008858-1,1995,1434
IAU-008858-1,2000,1670
IAU-008858-1,2005,2036
IAU-008858-1,2010,2429
IAU-008858-1,2015,18617
IAU-008858-1,2020,3172
IAU-008859-1,1950,
IAU-008859-1,1955,
IAU-008859-1,1960,331
IAU-008859-1,1965,437
IAU-008859-1,1970,608
IAU-008859-1,1975,803
IAU-008859-1,1980,1011
IAU-008859-1,1985,1244
IAU-008859-1,1990,1453
IAU-008859-1,1995,1637
IAU-008859-1,2000,1844
IAU-008859-1,2005,2191
IAU-008859-1,2010,2523
IAU-008859-1,2015,18634
IAU-008859-1,2020,2967
IAU-008861-1,1990,1231
IAU-008861-1,1995,1437
IAU-008861-1,2000,1673
IAU-008861-1,2005,2038
IAU-008861-1,2010,2430
IAU-008861-1,2015,18617
IAU-008861-1,2020,3168
IAU-008862-1,1990,1224
IAU-008862-1,1995,1430
IAU-008862-1,2000,1667
IAU-008862-1,2005,2033
IAU-008862-1,2010,2427
IAU-008862-1,2015,18618
IAU-008862-1,2020,3176
IAU-008863-1,1985,1041
IAU-008863-1,1990,1257
IAU-008863-1,1995,1460
IAU-008863-1,2000,1693
IAU-008863-1,2005,2056
IAU-008863-1,2010,2441
IAU-008863-1,2015,18615
IAU-008863-1,2020,3141
IAU-008864-1,1990,1224
IAU-008864-1,1995,1430
IAU-008864-1,2000,1667
IAU-008864-1,2005,2033
IAU-008864-1,2010,2427
IAU-008864-1,2015,18618
IAU-008864-1,2020,3176
IAU-008866-1,2005,2005
IAU-008866-1,2010,2410
IAU-008866-1,2015,18624
IAU-008866-1,2020,3222
IAU-013652-1,1950,2432
IAU-013652-1,1955,3489
IAU-013652-1,1960,4885
IAU-013652-1,1965,6414
IAU-013652-1,1970,8070
IAU-013652-1,1975,14835
IAU-013652-1,1980,15488
IAU-013652-1,1985,16042
IAU-013652-1,1990,15793
IAU-013652-1,1995,13216
IAU-013652-1,2000,16611
IAU-013652-1,2005,18491
IAU-013652-1,2010,22990
IAU-013652-1,2015,27981
IAU-013652-1,2020,32732
IAU-013656-1,1950,918
IAU-013656-1,1955,1353
IAU-013656-1,1960,1967
IAU-013656-1,1965,2693
IAU-013656-1,1970,3627
IAU-013656-1,1975,6936
IAU-013656-1,1980,7137
IAU-013656-1,1985,6812
IAU-013656-1,1990,7197
IAU-013656-1,1995,8752
IAU-013656-1,2000,10400
IAU-013656-1,2005,11558
IAU-013656-1,2010,12579
IAU-013656-1,2015,13372
IAU-013656-1,2020,16429
IAU-017115-2,1975,
IAU-017115-2,1980,
IAU-017115-2,1985,
IAU-017115-2,1990,
IAU-017115-2,1995,
IAU-017115-2,2000,
IAU-017115-2,2005,
IAU-017115-2,2010,
IAU-017115-2,2015,
IAU-017115-2,2020,
IAU-017116-1,1955,26
IAU-017116-1,1960,43
IAU-017116-1,1965,67
IAU-017116-1,1970,104
IAU-017116-1,1975,165
IAU-017116-1,1980,327
IAU-017116-1,1985,250
IAU-017116-1,1990,375
IAU-017116-1,1995,891
IAU-017116-1,2000,1664
IAU-017116-1,2005,1527
IAU-017116-1,2010,1721
IAU-017116-1,2015,2780
IAU-017116-1,2020,8782
IAU-017119-1,1950,
IAU-017119-1,1955,88
IAU-017119-1,1960,132
IAU-017119-1,1965,186
IAU-017119-1,1970,250
IAU-017119-1,1975,357
IAU-017119-1,1980,792
IAU-017119-1,1985,901
IAU-017119-1,1990,853
IAU-017119-1,1995,922
IAU-017119-1,2000,1150
IAU-017119-1,2005,1394
IAU-017119-1,2010,1742
IAU-017119-1,2015,2010
IAU-017119-1,2020,2935
IAU-017130-1,2000,1260
IAU-017130-1,2005,1801
IAU-017130-1,2010,2482
IAU-017130-1,2015,3239
IAU-017130-1,2020,3997
IAU-017161-1,1990,18833
IAU-017161-1,1995,20364
IAU-017161-1,2000,25389
IAU-017161-1,2005,32120
IAU-017161-1,2010,38941
IAU-017161-1,2015,48680
IAU-017161-1,2020,56164
IAU-017174-1,1970,528
IAU-017174-1,1975,734
IAU-017174-1,1980,934
IAU-017174-1,1985,1425
IAU-017174-1,1990,1878
IAU-017174-1,1995,2539
IAU-017174-1,2000,3272
IAU-017174-1,2005,5267
IAU-017174-1,2010,7266
IAU-017174-1,2015,9232
IAU-017174-1,2020,11198
IAU-017181-2,1955,283
IAU-017181-2,1960,523
IAU-017181-2,1965,842
IAU-017181-2,1970,1922
IAU-017181-2,1975,3780
IAU-017181-2,1980,4794
IAU-017181-2,1985,
IAU-017181-2,1990,
IAU-017181-2,1995,
IAU-017181-2,2000,8963
IAU-017181-2,2005,10023
IAU-017181-2,2010,11261
IAU-017181-2,2015,12940
IAU-017181-2,2020,16428
IAU-017200-1,1990,8586
IAU-017200-1,1995,9284
IAU-017200-1,2000,11574
IAU-017200-1,2005,14643
IAU-017200-1,2010,17753
IAU-017200-1,2015,22193
IAU-017200-1,2020,25605
IAU-017251-1,1990,1934
IAU-017251-1,1995,2091
IAU-017251-1,2000,2607
IAU-017251-1,2005,3299
IAU-017251-1,2010,3999
IAU-017251-1,2015,5000
IAU-017251-1,2020,7299
IAU-017295-1,1995,2195
IAU-017295-1,2000,3264
IAU-017295-1,2005,4494
IAU-017295-1,2010,5783
IAU-017295-1,2015,7010
IAU-017295-1,2020,12757
IAU-017307-1,1960,216
IAU-017307-1,1965,308
IAU-017307-1,1970,428
IAU-017307-1,1975,614
IAU-017307-1,1980,1124
IAU-017307-1,1985,1448
IAU-017307-1,1990,1729
IAU-017307-1,1995,2179
IAU-017307-1,2000,2128
IAU-017307-1,2005,3626
IAU-017307-1,2010,5254
IAU-017307-1,2015,7217
IAU-017307-1,2020,10874
IAU-017310-1,1995,3846
IAU-017310-1,2000,4396
IAU-017310-1,2005,5065
IAU-017310-1,2010,5702
IAU-017310-1,2015,5925
IAU-017310-1,2020,7403
IAU-017311-2,1960,
IAU-017311-2,1965,
IAU-017311-2,1970,
IAU-017311-2,1975,
IAU-017311-2,1980,
IAU-017311-2,1985,
IAU-017311-2,1990,
IAU-017311-2,1995,
IAU-017311-2,2000,
IAU-017311-2,2005,
IAU-017311-2,2010,
IAU-017311-2,2015,
IAU-017311-2,2020,
IAU-017323-1,1995,3367
IAU-017323-1,2000,4198
IAU-017323-1,2005,5089
IAU-017323-1,2010,6362
IAU-017323-1,2015,7340
IAU-017323-1,2020,10716
IAU-017330-1,1985,3012
IAU-017330-1,1990,4065
IAU-017330-1,1995,5860
IAU-017330-1,2000,6182
IAU-017330-1,2005,6188
IAU-017330-1,2010,6193
IAU-017330-1,2015,7037
IAU-017330-1,2020,11788
IAU-017392-1,1985,3830
IAU-017392-1,1990,3063
IAU-017392-1,1995,3094
IAU-017392-1,2000,5659
IAU-017392-1,2005,6044
IAU-017392-1,2010,6021
IAU-017392-1,2015,6004
IAU-017392-1,2020,7376
IAU-017402-1,1950,333
IAU-017402-1,1955,391
IAU-017402-1,1960,523
IAU-017402-1,1965,674
IAU-017402-1,1970,1375
IAU-017402-1,1975,1493
IAU-017402-1,1980,1869
IAU-017402-1,1985,1852
IAU-017402-1,1990,1733
IAU-017402-1,1995,2300
IAU-017402-1,2000,2873
IAU-017402-1,2005,2966
IAU-017402-1,2010,2983
IAU-017402-1,2015,3323
IAU-017402-1,2020,5717
IAU-017419-1,1950,10327
IAU-017419-1,1955,12154
IAU-017419-1,1960,13415
IAU-017419-1,1965,15349
IAU-017419-1,1970,26601
IAU-017419-1,1975,57832
IAU-017419-1,1980,50914
IAU-017419-1,1985,22372
IAU-017419-1,1990,17016
IAU-017419-1,1995,18176
IAU-017419-1,2000,20061
IAU-017419-1,2005,24206
IAU-017419-1,2010,24910
IAU-017419-1,2015,26598
IAU-017419-1,2020,38413
IAU-017433-1,1950,1755
IAU-017433-1,1955,3216
IAU-017433-1,1960,5043
IAU-017433-1,1965,6869
IAU-017433-1,1970,8696
IAU-017433-1,1975,10523
IAU-017433-1,1980,11900
IAU-017433-1,1985,10787
IAU-017433-1,1990,11640
IAU-017433-1,1995,13862
IAU-017433-1,2000,15400
IAU-017433-1,2005,16537
IAU-017433-1,2010,16015
IAU-017433-1,2015,15231
IAU-017433-1,2020,14603
IAU-017481-1,1985,4546
IAU-017481-1,1990,4412
IAU-017481-1,1995,5462
IAU-017481-1,2000,6982
IAU-017481-1,2005,7908
IAU-017481-1,2010,7963
IAU-017481-1,2015,9100
IAU-017481-1,2020,10642
IAU-017496-1,1985,4445
IAU-017496-1,1990,4382
IAU-017496-1,1995,4550
IAU-017496-1,2000,6153
IAU-017496-1,2005,7532
IAU-017496-1,2010,7846
IAU-017496-1,2015,7878
IAU-017496-1,2020,7142
IAU-017520-1,1990,1793
IAU-017520-1,1995,1233
IAU-017520-1,2000,2428
IAU-017520-1,2005,3736
IAU-017520-1,2010,5464
IAU-017520-1,2015,7384
IAU-017520-1,2020,9304
IAU-017525-1,1965,550
IAU-017525-1,1970,739
IAU-017525-1,1975,1055
IAU-017525-1,1980,2343
IAU-017525-1,1985,
IAU-017525-1,1990,
IAU-017525-1,1995,
IAU-017525-1,2000,
IAU-017525-1,2005,
IAU-017525-1,2010,
IAU-017525-1,2015,
IAU-017525-1,2020,15189
IAU-017528-1,1965,277
IAU-017528-1,1970,251
IAU-017528-1,1975,478
IAU-017528-1,1980,818
IAU-017528-1,1985,1154
IAU-017528-1,1990,1164
IAU-017528-1,1995,1830
IAU-017528-1,2000,2653
IAU-017528-1,2005,3176
IAU-017528-1,2010,3500
IAU-017528-1,2015,3766
IAU-017528-1,2020,3817
IAU-017578-1,1950,
IAU-017578-1,1955,236
IAU-017578-1,1960,356
IAU-017578-1,1965,500
IAU-017578-1,1970,671
IAU-017578-1,1975,958
IAU-017578-1,1980,1583
IAU-017578-1,1985,2041
IAU-017578-1,1990,2290
IAU-017578-1,1995,2916
