iau_id1,year,students5_estimated
IAU-025795-1,2015,433
IAU-025795-1,2020,481
IAU-025798-1,2005,2109
IAU-025798-1,2010,2680
IAU-025798-1,2015,3084
IAU-025798-1,2020,3422
IAU-025802-1,2010,1195
IAU-025802-1,2015,1375
IAU-025802-1,2020,1526
IAU-025805-1,2010,688
IAU-025805-1,2015,792
IAU-025805-1,2020,879
IAU-025808-1,2015,1562
IAU-025808-1,2020,1400
IAU-025809-1,2015,333
IAU-025809-1,2020,370
IAU-025810-1,2015,2212
IAU-025810-1,2020,2454
IAU-025811-1,2015,1562
IAU-025811-1,2020,1403
IAU-025813-1,2000,619
IAU-025813-1,2005,818
IAU-025813-1,2010,1039
IAU-025813-1,2015,1196
IAU-025813-1,2020,1327
IAU-025815-1,2010,588
IAU-025815-1,2015,676
IAU-025815-1,2020,751
IAU-025816-1,1970,7
IAU-025816-1,1975,8
IAU-025816-1,1980,9
IAU-025816-1,1985,12
IAU-025816-1,1990,16
IAU-025816-1,1995,22
IAU-025816-1,2000,26
IAU-025816-1,2005,35
IAU-025816-1,2010,44
IAU-025816-1,2015,51
IAU-025816-1,2020,57
IAU-025817-1,2005,1487
IAU-025817-1,2010,1889
IAU-025817-1,2015,2174
IAU-025817-1,2020,2412
IAU-025818-1,2005,40
IAU-025818-1,2010,50
IAU-025818-1,2015,58
IAU-025818-1,2020,65
IAU-025819-1,2005,1234
IAU-025819-1,2010,1569
IAU-025819-1,2015,1805
IAU-025819-1,2020,2003
IAU-025820-1,2005,381
IAU-025820-1,2010,484
IAU-025820-1,2015,557
IAU-025820-1,2020,618
IAU-025821-1,2015,277
IAU-025821-1,2020,308
IAU-025822-1,2005,606
IAU-025822-1,2010,770
IAU-025822-1,2015,886
IAU-025822-1,2020,983
IAU-025824-1,2010,485
IAU-025824-1,2015,558
IAU-025824-1,2020,620
IAU-025827-1,2010,35
IAU-025827-1,2015,40
IAU-025827-1,2020,45
IAU-025828-1,2010,881
IAU-025828-1,2015,1014
IAU-025828-1,2020,1125
IAU-025830-1,2010,43
IAU-025830-1,2015,50
IAU-025830-1,2020,56
IAU-025832-1,2005,1051
IAU-025832-1,2010,1320
IAU-025832-1,2015,1561
IAU-025832-1,2020,1800
IAU-025833-1,2015,1562
IAU-025833-1,2020,1400
IAU-025834-1,2000,333
IAU-025834-1,2005,440
IAU-025834-1,2010,559
IAU-025834-1,2015,643
IAU-025834-1,2020,714
IAU-025835-1,2015,476
IAU-025835-1,2020,529
IAU-025836-1,2010,292
IAU-025836-1,2015,336
IAU-025836-1,2020,373
IAU-025837-1,2005,102
IAU-025837-1,2010,130
IAU-025837-1,2015,149
IAU-025837-1,2020,166
IAU-025838-1,2010,59
IAU-025838-1,2015,68
IAU-025838-1,2020,76
IAU-025839-1,2005,795
IAU-025839-1,2010,1010
IAU-025839-1,2015,1162
IAU-025839-1,2020,1290
IAU-025840-1,2010,590
IAU-025840-1,2015,679
IAU-025840-1,2020,754
IAU-025841-1,1985,1146
IAU-025841-1,1990,1570
IAU-025841-1,1995,2104
IAU-025841-1,2000,2519
IAU-025841-1,2005,3329
IAU-025841-1,2010,4230
IAU-025841-1,2015,4867
IAU-025841-1,2020,5400
IAU-025842-1,1990,808
IAU-025842-1,1995,1010
IAU-025842-1,2000,898
IAU-025842-1,2005,1219
IAU-025842-1,2010,1392
IAU-025842-1,2015,1581
IAU-025842-1,2020,1367
IAU-025843-1,1965,31
IAU-025843-1,1970,70
IAU-025843-1,1975,81
IAU-025843-1,1980,88
IAU-025843-1,1985,112
IAU-025843-1,1990,154
IAU-025843-1,1995,206
IAU-025843-1,2000,247
IAU-025843-1,2005,327
IAU-025843-1,2010,416
IAU-025843-1,2015,478
IAU-025843-1,2020,531
IAU-025844-1,1975,221
IAU-025844-1,1980,239
IAU-025844-1,1985,306
IAU-025844-1,1990,420
IAU-025844-1,1995,563
IAU-025844-1,2000,674
IAU-025844-1,2005,890
IAU-025844-1,2010,1132
IAU-025844-1,2015,1302
IAU-025844-1,2020,1445
IAU-025845-1,2000,534
IAU-025845-1,2005,706
IAU-025845-1,2010,897
IAU-025845-1,2015,1032
IAU-025845-1,2020,1146
IAU-025846-1,1985,573
IAU-025846-1,1990,820
IAU-025846-1,1995,1022
IAU-025846-1,2000,905
IAU-025846-1,2005,1226
IAU-025846-1,2010,1396
IAU-025846-1,2015,1581
IAU-025846-1,2020,1361
IAU-025851-1,2000,432
IAU-025851-1,2005,570
IAU-025851-1,2010,725
IAU-025851-1,2015,834
IAU-025851-1,2020,926
IAU-025852-1,2000,555
IAU-025852-1,2005,734
IAU-025852-1,2010,933
IAU-025852-1,2015,1073
IAU-025852-1,2020,1191
IAU-025854-1,2015,623
IAU-025854-1,2020,692
IAU-025855-1,2015,1952
IAU-025855-1,2020,2166
IAU-025856-1,2015,1572
IAU-025856-1,2020,1745
IAU-025857-1,2015,1583
IAU-025857-1,2020,1401
IAU-025858-1,2015,154
IAU-025858-1,2020,171
IAU-025860-1,2015,2484
IAU-025860-1,2020,2756
IAU-025861-1,2015,543
IAU-025861-1,2020,603
IAU-025862-1,2015,1270
IAU-025862-1,2020,1409
IAU-025864-1,2015,1583
IAU-025864-1,2020,1403
IAU-025865-1,2015,1583
IAU-025865-1,2020,1403
IAU-025866-1,2000,881
IAU-025866-1,2005,1202
IAU-025866-1,2010,1382
IAU-025866-1,2015,1582
IAU-025866-1,2020,1382
IAU-025871-1,2005,1275
IAU-025871-1,2010,1620
IAU-025871-1,2015,1864
IAU-025871-1,2020,2069
IAU-025873-1,2015,1562
IAU-025873-1,2020,1825
IAU-025874-1,2015,1583
IAU-025874-1,2020,1403
IAU-025877-1,2015,1562
IAU-025877-1,2020,1825
IAU-025879-1,2015,1562
IAU-025879-1,2020,1825
IAU-025882-1,2015,1562
IAU-025882-1,2020,1825
IAU-025883-1,1985,571
IAU-025883-1,1990,817
IAU-025883-1,1995,1019
IAU-025883-1,2000,904
IAU-025883-1,2005,1225
IAU-025883-1,2010,1395
IAU-025883-1,2015,1581
IAU-025883-1,2020,1362
IAU-025884-1,2000,881
IAU-025884-1,2005,1202
IAU-025884-1,2010,1382
IAU-025884-1,2015,1582
IAU-025884-1,2020,1382
IAU-025887-1,2005,1197
IAU-025887-1,2010,1379
IAU-025887-1,2015,1582
IAU-025887-1,2020,1387
IAU-025889-1,1980,526
IAU-025889-1,1985,589
IAU-025889-1,1990,839
IAU-025889-1,1995,1041
IAU-025889-1,2000,918
IAU-025889-1,2005,1239
IAU-025889-1,2010,1404
IAU-025889-1,2015,1581
IAU-025889-1,2020,1351
IAU-025890-1,2010,1375
IAU-025890-1,2015,1582
IAU-025890-1,2020,1394
IAU-025892-1,2005,2372
IAU-025892-1,2010,3318
IAU-025892-1,2015,4189
IAU-025892-1,2020,5175
IAU-025896-1,2015,137
IAU-025896-1,2020,153
IAU-025898-1,1995,1003
IAU-025898-1,2000,893
IAU-025898-1,2005,1214
IAU-025898-1,2010,1389
IAU-025898-1,2015,1582
IAU-025898-1,2020,1371
IAU-025899-1,1985,515
IAU-025899-1,1990,648
IAU-025899-1,1995,781
IAU-025899-1,2000,873
IAU-025899-1,2005,1075
IAU-025899-1,2010,1336
IAU-025899-1,2015,1560
IAU-025899-1,2020,1769
IAU-025900-1,1995,767
IAU-025900-1,2000,861
IAU-025900-1,2005,1065
IAU-025900-1,2010,1329
IAU-025900-1,2015,1561
IAU-025900-1,2020,1370
IAU-025901-1,2005,1048
IAU-025901-1,2010,1319
IAU-025901-1,2015,1561
IAU-025901-1,2020,1387
IAU-025902-1,1990,642
IAU-025902-1,1995,776
IAU-025902-1,2000,869
IAU-025902-1,2005,1071
IAU-025902-1,2010,1333
IAU-025902-1,2015,1560
IAU-025902-1,2020,1774
IAU-025905-1,2015,1553
IAU-025905-1,2020,1723
IAU-025907-1,2015,212
IAU-025907-1,2020,236
IAU-026074-1,2010,1316
IAU-026074-1,2015,1561
IAU-026074-1,2020,1809
IAU-026078-1,2005,490
IAU-026078-1,2010,622
IAU-026078-1,2015,716
IAU-026078-1,2020,795
IAU-026086-1,2010,354
IAU-026086-1,2015,407
IAU-026086-1,2020,452
IAU-026093-1,2010,568
IAU-026093-1,2015,654
IAU-026093-1,2020,726
IAU-026096-1,2010,328
IAU-026096-1,2015,377
IAU-026096-1,2020,419
IAU-026098-1,2015,888
IAU-026098-1,2020,986
IAU-026105-1,2005,66
IAU-026105-1,2010,84
IAU-026105-1,2015,97
IAU-026105-1,2020,108
IAU-026106-1,2010,1315
IAU-026106-1,2015,1561
IAU-026106-1,2020,1392
IAU-026114-1,2000,849
IAU-026114-1,2005,1054
IAU-026114-1,2010,1322
IAU-026114-1,2015,1561
IAU-026114-1,2020,1381
IAU-026138-1,2000,131
IAU-026138-1,2005,173
IAU-026138-1,2010,220
IAU-026138-1,2015,254
IAU-026138-1,2020,282
IAU-026180-1,1950,
IAU-026180-1,1955,
IAU-026180-1,1960,0
IAU-026180-1,1965,0
IAU-026180-1,1970,0
IAU-026180-1,1975,0
IAU-026180-1,1980,0
IAU-026180-1,1985,0
IAU-026180-1,1990,0
IAU-026180-1,1995,0
IAU-026180-1,2000,0
IAU-026180-1,2005,1
IAU-026180-1,2010,1
IAU-026180-1,2015,1
IAU-026180-1,2020,2
IAU-026181-1,1990,1270
IAU-026181-1,1995,1362
IAU-026181-1,2000,1776
IAU-026181-1,2005,2424
IAU-026181-1,2010,3355
IAU-026181-1,2015,4187
IAU-026181-1,2020,3161
IAU-026191-1,2020,1829
IAU-026193-1,2020,1829
IAU-026201-1,2020,1829
IAU-026214-1,2015,629
IAU-026214-1,2020,698
IAU-026215-1,2015,944
IAU-026215-1,2020,1048
IAU-026216-1,2015,3562
IAU-026216-1,2020,3952
IAU-026217-1,2020,642
IAU-026218-1,2020,1324
IAU-026219-1,2015,1562
IAU-026219-1,2020,1825
IAU-026220-1,2015,183
IAU-026220-1,2020,204
IAU-026221-1,2015,393
IAU-026221-1,2020,437
IAU-026222-1,2015,201
IAU-026222-1,2020,224
IAU-026385-1,2015,525
IAU-026385-1,2020,583
IAU-026387-1,2015,1019
IAU-026387-1,2020,1131
IAU-000111-1,2010,1957
IAU-000111-1,2015,2527
IAU-000111-1,2020,3000
IAU-000192-1,1955,
IAU-000192-1,1960,143
IAU-000192-1,1965,184
IAU-000192-1,1970,493
IAU-000192-1,1975,1100
IAU-000192-1,1980,1573
IAU-000192-1,1985,2286
IAU-000192-1,1990,2848
IAU-000192-1,1995,3541
IAU-000192-1,2000,4408
IAU-000192-1,2005,5173
IAU-000192-1,2010,5287
IAU-000192-1,2015,5297
IAU-000192-1,2020,5667
IAU-000789-1,1990,7932
IAU-000789-1,1995,11349
IAU-000789-1,2000,14978
IAU-000789-1,2005,17613
IAU-000789-1,2010,21875
IAU-000789-1,2015,25962
IAU-000789-1,2020,29549
IAU-000844-1,2000,1608
IAU-000844-1,2005,1891
IAU-000844-1,2010,2349
IAU-000844-1,2015,3033
IAU-000844-1,2020,3600
IAU-000845-1,1960,1842
IAU-000845-1,1965,2133
IAU-000845-1,1970,3954
IAU-000845-1,1975,6453
IAU-000845-1,1980,10246
IAU-000845-1,1985,10979
IAU-000845-1,1990,11283
IAU-000845-1,1995,10813
IAU-000845-1,2000,11246
IAU-000845-1,2005,12067
IAU-000845-1,2010,12188
IAU-000845-1,2015,13060
IAU-000845-1,2020,13637
IAU-000881-1,1965,478
IAU-000881-1,1970,922
IAU-000881-1,1975,803
IAU-000881-1,1980,1762
IAU-000881-1,1985,2805
IAU-000881-1,1990,4226
IAU-000881-1,1995,5866
IAU-000881-1,2000,6733
IAU-000881-1,2005,7535
IAU-000881-1,2010,7892
IAU-000881-1,2015,8017
IAU-000881-1,2020,8597
IAU-000936-1,1960,570
IAU-000936-1,1965,706
IAU-000936-1,1970,1508
IAU-000936-1,1975,2381
IAU-000936-1,1980,3192
IAU-000936-1,1985,3963
IAU-000936-1,1990,5060
IAU-000936-1,1995,6811
IAU-000936-1,2000,7500
IAU-000936-1,2005,8072
IAU-000936-1,2010,9316
IAU-000936-1,2015,11839
IAU-000936-1,2020,12918
IAU-001045-1,1975,373
IAU-001045-1,1980,561
IAU-001045-1,1985,816
IAU-001045-1,1990,556
IAU-001045-1,1995,1156
IAU-001045-1,2000,2200
IAU-001045-1,2005,3662
IAU-001045-1,2010,6100
IAU-001045-1,2015,8537
IAU-001045-1,2020,10000
IAU-001046-1,1990,1148
IAU-001046-1,1995,1608
IAU-001046-1,2000,1909
IAU-001046-1,2005,2019
IAU-001046-1,2010,2533
IAU-001046-1,2015,3184
IAU-001046-1,2020,3225
IAU-001047-1,1990,1138
IAU-001047-1,1995,1597
IAU-001047-1,2000,1900
IAU-001047-1,2005,2012
IAU-001047-1,2010,2528
IAU-001047-1,2015,3184
IAU-001047-1,2020,3296
IAU-001051-1,1995,1150
IAU-001051-1,2000,1518
IAU-001051-1,2005,1785
IAU-001051-1,2010,2217
IAU-001051-1,2015,2862
IAU-001051-1,2020,3398
IAU-001098-1,1975,261
IAU-001098-1,1980,399
IAU-001098-1,1985,574
IAU-001098-1,1990,676
IAU-001098-1,1995,967
IAU-001098-1,2000,1276
IAU-001098-1,2005,1501
IAU-001098-1,2010,1864
IAU-001098-1,2015,2407
IAU-001098-1,2020,2857
IAU-001354-1,1985,743
IAU-001354-1,1990,875
IAU-001354-1,1995,1252
IAU-001354-1,2000,1653
IAU-001354-1,2005,1944
IAU-001354-1,2010,2414
IAU-001354-1,2015,3117
IAU-001354-1,2020,3700
IAU-001453-1,1985,491
IAU-001453-1,1990,644
IAU-001453-1,1995,750
IAU-001453-1,2000,994
IAU-001453-1,2005,1191
IAU-001453-1,2010,1879
IAU-001453-1,2015,1622
IAU-001453-1,2020,1853
IAU-001454-1,1995,1015
IAU-001454-1,2000,1340
IAU-001454-1,2005,1576
IAU-001454-1,2010,1957
IAU-001454-1,2015,2527
IAU-001454-1,2020,3000
IAU-001676-1,1990,781
IAU-001676-1,1995,1117
IAU-001676-1,2000,1474
IAU-001676-1,2005,1734
IAU-001676-1,2010,2153
IAU-001676-1,2015,2780
IAU-001676-1,2020,3300
IAU-001803-1,1975,101
IAU-001803-1,1980,264
IAU-001803-1,1985,1033
IAU-001803-1,1990,2200
IAU-001803-1,1995,3400
IAU-001803-1,2000,4600
IAU-001803-1,2005,6414
IAU-001803-1,2010,8157
IAU-001803-1,2015,7496
IAU-001803-1,2020,7683
IAU-001849-1,1985,871
IAU-001849-1,1990,1161
IAU-001849-1,1995,1623
IAU-001849-1,2000,1923
IAU-001849-1,2005,2030
IAU-001849-1,2010,2539
IAU-001849-1,2015,3184
IAU-001849-1,2020,3274
IAU-003521-1,1990,1070
IAU-003521-1,1995,1530
IAU-003521-1,2000,2020
IAU-003521-1,2005,2375
IAU-003521-1,2010,2950
IAU-003521-1,2015,3809
IAU-003521-1,2020,4521
IAU-003522-1,1995,3386
IAU-003522-1,2000,4469
IAU-003522-1,2005,5255
IAU-003522-1,2010,6526
IAU-003522-1,2015,8425
IAU-003522-1,2020,10000
IAU-003523-1,1980,727
IAU-003523-1,1985,1615
IAU-003523-1,1990,2500
IAU-003523-1,1995,3701
IAU-003523-1,2000,5203
IAU-003523-1,2005,6524
IAU-003523-1,2010,6707
IAU-003523-1,2015,8767
IAU-003523-1,2020,17400
IAU-003524-1,1985,865
IAU-003524-1,1990,1155
IAU-003524-1,1995,1616
IAU-003524-1,2000,1916
IAU-003524-1,2005,2025
IAU-003524-1,2010,2536
IAU-003524-1,2015,3184
IAU-003524-1,2020,3219
IAU-003526-1,2000,3593
IAU-003526-1,2005,4155
IAU-003526-1,2010,4942
IAU-003526-1,2015,6000
IAU-003526-1,2020,6822
IAU-003527-1,1975,3552
IAU-003527-1,1980,4806
IAU-003527-1,1985,5647
IAU-003527-1,1990,6254
IAU-003527-1,1995,6856
IAU-003527-1,2000,5431
IAU-003527-1,2005,5802
IAU-003527-1,2010,6469
IAU-003527-1,2015,6508
IAU-003527-1,2020,7500
IAU-003528-1,1950,62
IAU-003528-1,1955,76
IAU-003528-1,1960,160
IAU-003528-1,1965,1214
IAU-003528-1,1970,2356
IAU-003528-1,1975,3852
IAU-003528-1,1980,7466
IAU-003528-1,1985,8266
IAU-003528-1,1990,10362
IAU-003528-1,1995,13348
IAU-003528-1,2000,13959
IAU-003528-1,2005,14225
IAU-003528-1,2010,14527
IAU-003528-1,2015,14954
IAU-003528-1,2020,15122
IAU-003529-1,1950,275
IAU-003529-1,1955,323
IAU-003529-1,1960,379
IAU-003529-1,1965,466
IAU-003529-1,1970,896
IAU-003529-1,1975,1526
IAU-003529-1,1980,2810
IAU-003529-1,1985,3027
IAU-003529-1,1990,3168
IAU-003529-1,1995,2974
IAU-003529-1,2000,2842
IAU-003529-1,2005,4314
IAU-003529-1,2010,5621
IAU-003529-1,2015,5947
IAU-003529-1,2020,7560
IAU-003530-1,2000,1027
IAU-003530-1,2005,1208
IAU-003530-1,2010,1501
IAU-003530-1,2015,1937
IAU-003530-1,2020,2300
IAU-003531-1,1950,350
IAU-003531-1,1955,396
IAU-003531-1,1960,449
IAU-003531-1,1965,542
IAU-003531-1,1970,1032
IAU-003531-1,1975,1735
IAU-003531-1,1980,1753
IAU-003531-1,1985,2638
IAU-003531-1,1990,3425
IAU-003531-1,1995,4539
IAU-003531-1,2000,5417
IAU-003531-1,2005,4786
IAU-003531-1,2010,4681
IAU-003531-1,2015,4936
IAU-003531-1,2020,6694
IAU-003532-1,1975,560
IAU-003532-1,1980,851
IAU-003532-1,1985,1253
IAU-003532-1,1990,1684
IAU-003532-1,1995,1252
IAU-003532-1,2000,2243
IAU-003532-1,2005,4697
IAU-003532-1,2010,8406
IAU-003532-1,2015,12527
IAU-003532-1,2020,15600
IAU-003534-003533-1,1985,2370
IAU-003534-003533-1,1990,2264
IAU-003534-003533-1,1995,3387
IAU-003534-003533-1,2000,4537
IAU-003534-003533-1,2005,5936
IAU-003534-003533-1,2010,8268
IAU-003534-003533-1,2015,10600
IAU-003534-003533-1,2020,7627
IAU-003534-1,1985,137894
IAU-003534-1,1990,274345
IAU-003534-1,1995,437305
IAU-003534-1,2000,654161
IAU-003534-1,2005,840483
IAU-003534-1,2010,954166
IAU-003534-1,2015,1058333
IAU-003534-1,2020,1210557
IAU-003535-1,1990,1084
IAU-003535-1,1995,804
IAU-003535-1,2000,1472
IAU-003535-1,2005,2937
IAU-003535-1,2010,5140
IAU-003535-1,2015,7588
IAU-003535-1,2020,9224
IAU-003536-1,1975,302
IAU-003536-1,1980,434
IAU-003536-1,1985,1184
IAU-003536-1,1990,2412
IAU-003536-1,1995,3775
IAU-003536-1,2000,5687
IAU-003536-1,2005,7213
IAU-003536-1,2010,10743
IAU-003536-1,2015,11014
IAU-003536-1,2020,8942
IAU-003537-1,1950,783
IAU-003537-1,1955,894
IAU-003537-1,1960,1019
IAU-003537-1,1965,1235
IAU-003537-1,1970,2356
IAU-003537-1,1975,3972
IAU-003537-1,1980,5304
IAU-003537-1,1985,12951
IAU-003537-1,1990,11274
IAU-003537-1,1995,10184
IAU-003537-1,2000,5741
IAU-003537-1,2005,8702
IAU-003537-1,2010,14337
IAU-003537-1,2015,15135
IAU-003537-1,2020,13925
IAU-003538-1,1990,5369
IAU-003538-1,1995,8968
IAU-003538-1,2000,9261
IAU-003538-1,2005,6716
IAU-003538-1,2010,7581
IAU-003538-1,2015,8961
IAU-003538-1,2020,9730
IAU-003539-1,1950,94
IAU-003539-1,1955,83
IAU-003539-1,1960,114
IAU-003539-1,1965,271
IAU-003539-1,1970,907
IAU-003539-1,1975,1615
IAU-003539-1,1980,2322
IAU-003539-1,1985,3030
IAU-003539-1,1990,3737
IAU-003539-1,1995,4445
IAU-003539-1,2000,5152
IAU-003539-1,2005,5928
IAU-003539-1,2010,6910
IAU-003539-1,2015,7904
IAU-003539-1,2020,7900
IAU-003540-1,1980,167
IAU-003540-1,1985,241
IAU-003540-1,1990,284
IAU-003540-1,1995,406
IAU-003540-1,2000,536
IAU-003540-1,2005,630
IAU-003540-1,2010,783
IAU-003540-1,2015,1011
IAU-003540-1,2020,1200
IAU-003541-1,1975,810
IAU-003541-1,1980,1156
IAU-003541-1,1985,1595
IAU-003541-1,1990,1244
IAU-003541-1,1995,2404
IAU-003541-1,2000,3631
IAU-003541-1,2005,5200
IAU-003541-1,2010,7815
IAU-003541-1,2015,10430
IAU-003541-1,2020,10684
IAU-003542-1,1990,750
IAU-003542-1,1995,1111
IAU-003542-1,2000,1467
IAU-003542-1,2005,3041
IAU-003542-1,2010,5058
IAU-003542-1,2015,7117
IAU-003542-1,2020,9176
IAU-003543-1,1975,2984
IAU-003543-1,1980,4027
IAU-003543-1,1985,2901
IAU-003543-1,1990,5216
IAU-003543-1,1995,8000
IAU-003543-1,2000,11721
IAU-003543-1,2005,14096
IAU-003543-1,2010,12861
IAU-003543-1,2015,13333
IAU-003543-1,2020,16366
IAU-003544-1,1950,467
IAU-003544-1,1955,914
IAU-003544-1,1960,1478
IAU-003544-1,1965,2419
IAU-003544-1,1970,4138
IAU-003544-1,1975,6930
IAU-003544-1,1980,7100
IAU-003544-1,1985,6116
IAU-003544-1,1990,7416
IAU-003544-1,1995,10193
IAU-003544-1,2000,10960
IAU-003544-1,2005,21624
IAU-003544-1,2010,98250
IAU-003544-1,2015,142390
IAU-003544-1,2020,24000
IAU-003545-1,1950,481
IAU-003545-1,1955,566
IAU-003545-1,1960,665
IAU-003545-1,1965,817
IAU-003545-1,1970,2438
IAU-003545-1,1975,3074
IAU-003545-1,1980,3629
IAU-003545-1,1985,3792
IAU-003545-1,1990,4801
IAU-003545-1,1995,6129
IAU-003545-1,2000,7456
IAU-003545-1,2005,8783
IAU-003545-1,2010,10110
IAU-003545-1,2015,11438
IAU-003545-1,2020,13046
IAU-003546-1,1985,1733
IAU-003546-1,1990,1925
IAU-003546-1,1995,2744
IAU-003546-1,2000,3605
IAU-003546-1,2005,4532
IAU-003546-1,2010,6077
IAU-003546-1,2015,7622
IAU-003546-1,2020,8605
IAU-003547-1,1950,9477
IAU-003547-1,1955,10995
IAU-003547-1,1960,12593
IAU-003547-1,1965,14374
IAU-003547-1,1970,16640
IAU-003547-1,1975,18184
IAU-003547-1,1980,20908
IAU-003547-1,1985,23135
IAU-003547-1,1990,25733
IAU-003547-1,1995,28263
IAU-003547-1,2000,30788
IAU-003547-1,2005,33315
IAU-003547-1,2010,35852
IAU-003547-1,2015,40353
IAU-003547-1,2020,51883
IAU-003548-1,1980,2306
IAU-003548-1,1985,3288
IAU-003548-1,1990,4007
IAU-003548-1,1995,5036
IAU-003548-1,2000,5814
IAU-003548-1,2005,7246
IAU-003548-1,2010,7787
IAU-003548-1,2015,11432
IAU-003548-1,2020,14903
IAU-004518-1,2000,1591
IAU-004518-1,2005,1871
IAU-004518-1,2010,2323
IAU-004518-1,2015,3000
IAU-004518-1,2020,3414
IAU-006261-1,2005,1159
IAU-006261-1,2010,1853
IAU-006261-1,2015,1623
IAU-006261-1,2020,1740
IAU-006327-1,1950,76
IAU-006327-1,1955,111
IAU-006327-1,1960,303
IAU-006327-1,1965,1214
IAU-006327-1,1970,2899
IAU-006327-1,1975,3917
IAU-006327-1,1980,6014
IAU-006327-1,1985,8307
IAU-006327-1,1990,10492
IAU-006327-1,1995,12132
IAU-006327-1,2000,14350
IAU-006327-1,2005,15750
IAU-006327-1,2010,17162
IAU-006327-1,2015,19975
IAU-006327-1,2020,24445
IAU-006705-1,1985,865
IAU-006705-1,1990,1155
IAU-006705-1,1995,1616
IAU-006705-1,2000,1916
IAU-006705-1,2005,2025
IAU-006705-1,2010,2536
IAU-006705-1,2015,3184
IAU-006705-1,2020,3219
IAU-006716-1,1960,212
IAU-006716-1,1965,255
IAU-006716-1,1970,485
IAU-006716-1,1975,815
IAU-006716-1,1980,1083
IAU-006716-1,1985,1387
IAU-006716-1,1990,1734
IAU-006716-1,1995,2114
IAU-006716-1,2000,2500
IAU-006716-1,2005,2815
IAU-006716-1,2010,3342
IAU-006716-1,2015,3868
IAU-006716-1,2020,4002
IAU-006717-1,1970,131
IAU-006717-1,1975,292
IAU-006717-1,1980,447
IAU-006717-1,1985,642
IAU-006717-1,1990,757
IAU-006717-1,1995,1083
IAU-006717-1,2000,1430
IAU-006717-1,2005,1681
IAU-006717-1,2010,2088
IAU-006717-1,2015,2696
IAU-006717-1,2020,3200
IAU-006853-1,1985,865
IAU-006853-1,1990,1155
IAU-006853-1,1995,1616
IAU-006853-1,2000,1916
IAU-006853-1,2005,2025
IAU-006853-1,2010,2536
IAU-006853-1,2015,3184
IAU-006853-1,2020,3219
IAU-006951-1,1990,1095
IAU-006951-1,1995,1627
IAU-006951-1,2000,2192
IAU-006951-1,2005,2813
IAU-006951-1,2010,3848
IAU-006951-1,2015,4883
IAU-006951-1,2020,5918
IAU-007566-1,1995,2031
IAU-007566-1,2000,2681
IAU-007566-1,2005,3153
IAU-007566-1,2010,3915
IAU-007566-1,2015,5055
IAU-007566-1,2020,6000
IAU-007567-1,1985,649
IAU-007567-1,1990,764
IAU-007567-1,1995,1094
IAU-007567-1,2000,1444
IAU-007567-1,2005,1698
IAU-007567-1,2010,2109
IAU-007567-1,2015,2723
IAU-007567-1,2020,3232
IAU-007727-1,1990,2130
IAU-007727-1,1995,3047
IAU-007727-1,2000,4022
IAU-007727-1,2005,4729
IAU-007727-1,2010,5873
IAU-007727-1,2015,7582
IAU-007727-1,2020,9000
IAU-007741-1,2000,2471
IAU-007741-1,2005,2906
IAU-007741-1,2010,3609
IAU-007741-1,2015,4659
IAU-007741-1,2020,5530
IAU-007742-1,1985,495
IAU-007742-1,1990,648
IAU-007742-1,1995,754
IAU-007742-1,2000,997
IAU-007742-1,2005,1194
IAU-007742-1,2010,1881
IAU-007742-1,2015,1622
IAU-007742-1,2020,1849
IAU-008325-1,1995,1187
IAU-008325-1,2000,1437
IAU-008325-1,2005,1688
IAU-008325-1,2010,1968
IAU-008325-1,2015,2228
IAU-008325-1,2020,3237
IAU-009610-2,1950,595
IAU-009610-2,1955,650
IAU-009610-2,1960,
IAU-009610-2,1965,
IAU-009610-2,1970,
IAU-009610-2,1975,
IAU-009610-2,1980,
IAU-009610-2,1985,
IAU-009610-2,1990,
IAU-009610-2,1995,
IAU-009610-2,2000,
IAU-009610-2,2005,
IAU-009610-2,2010,
IAU-009610-2,2015,
IAU-009610-2,2020,9000
IAU-009635-1,1975,2769
IAU-009635-1,1980,3641
IAU-009635-1,1985,3597
IAU-009635-1,1990,4933
IAU-009635-1,1995,6647
IAU-009635-1,2000,8681
IAU-009635-1,2005,8988
IAU-009635-1,2010,9078
IAU-009635-1,2015,9665
IAU-009635-1,2020,10438
IAU-009749-1,1980,709
IAU-009749-1,1985,887
IAU-009749-1,1990,1179
IAU-009749-1,1995,1642
IAU-009749-1,2000,1939
IAU-009749-1,2005,2043
IAU-009749-1,2010,2547
IAU-009749-1,2015,3184
IAU-009749-1,2020,3198
IAU-010159-1,1990,1926
IAU-010159-1,1995,2178
IAU-010159-1,2000,2420
IAU-010159-1,2005,2536
IAU-010159-1,2010,2729
IAU-010159-1,2015,2922
IAU-010159-1,2020,2783
IAU-010292-1,1980,1021
IAU-010292-1,1985,1466
IAU-010292-1,1990,1728
IAU-010292-1,1995,2472
IAU-010292-1,2000,3263
IAU-010292-1,2005,4052
IAU-010292-1,2010,5231
IAU-010292-1,2015,6209
IAU-010292-1,2020,7067
IAU-010293-1,1975,380
IAU-010293-1,1980,317
IAU-010293-1,1985,630
IAU-010293-1,1990,934
IAU-010293-1,1995,1355
IAU-010293-1,2000,1868
IAU-010293-1,2005,2288
IAU-010293-1,2010,2694
IAU-010293-1,2015,3256
IAU-010293-1,2020,4814
IAU-010327-1,1995,1693
